system,report_date,KPI name,kpi_text,status_name,status_symbol,source_file,severity,row_id
Q1C,2026-03-23,Performance Overview,Based on response times in your ABAP system performance problems may occur.,YELLOW,🟡,EWA_Q1C~ABAP_20260323_Critical (Yellow).htm,2,147
Q1C,2026-03-23,SAP HANA Database,SAP HANA database: User SYSTEM is active and valid.,RED,🔴,EWA_Q1C~ABAP_20260323_Critical (Yellow).htm,3,148
Q1C,2026-03-23,SAP Netweaver Gateway,SAP NetWeaver Gateway,YELLOW,🟡,EWA_Q1C~ABAP_20260323_Critical (Yellow).htm,2,149
Q1C,2026-03-23,SAP System Operating,SAP System Operating Q1C,YELLOW,🟡,EWA_Q1C~ABAP_20260323_Critical (Yellow).htm,2,150
Q1C,2026-03-23,Security,"Critical authorizations, which allow to do anything",RED,🔴,EWA_Q1C~ABAP_20260323_Critical (Yellow).htm,3,151
Q1C,2026-03-23,Service Data Quality and Service Readiness,Service Data Quality and Service Readiness,RED,🔴,EWA_Q1C~ABAP_20260323_Critical (Yellow).htm,3,152
Q1C,2026-03-23,Software Change and Transport Management,Transportation Management application relevant checks were performed successfully.Potential issues are identified and highlighted below.,RED,🔴,EWA_Q1C~ABAP_20260323_Critical (Yellow).htm,3,153
Q1C,2026-03-23,Software Configuration,Configuration hints for optional service data are provided.The SAP S/4HANA system Q1C is not fully prepared for delivery of futureremote services.,RED,🔴,EWA_Q1C~ABAP_20260323_Critical (Yellow).htm,3,154
Q1C,2026-03-23,UI Technologies checks,Remote Function Call issues which require your attention have been found. See the recommendation in the following section.,YELLOW,🟡,EWA_Q1C~ABAP_20260323_Critical (Yellow).htm,2,155
Q1C,2026-03-23,Upgrade Planning,Mainstream / Extended maintenance offered by SAP has expired or will expire in the next 6 months.,RED,🔴,EWA_Q1C~ABAP_20260323_Critical (Yellow).htm,3,156
Q1C,2026-03-30,Financial Data Quality,"After execution of the â€œquickâ€ consistency checks and execution of the                                                            main reconciliation report, NO issues were identified that require your attention.Please note that, due to a technical limitation in automatic data                                                                 collection,                                                                                                                        we can only identify high-level indicators, which are a general sign of further inconsistencies in financial data.",YELLOW,🟡,EWA_Q1C~ABAP_20260330_Critical (Yellow).htm,2,157
Q1C,2026-03-30,Hardware Capacity,global.ini [memorymanager],YELLOW,🟡,EWA_Q1C~ABAP_20260330_Critical (Yellow).htm,2,158
Q1C,2026-03-30,Performance Overview,"The performance of your system was analyzed with respect to average                                                               response times and total workload. We have detected                                                                                some problems that may impair system performance.To ensure adequate performance in your core business transactions, you      should take corrective action as soon as possible. For more information, please contact SAP Support.",YELLOW,🟡,EWA_Q1C~ABAP_20260330_Critical (Yellow).htm,2,159
Q1C,2026-03-30,SAP HANA Database,SAP HANA database: User SYSTEM is active and valid.,RED,🔴,EWA_Q1C~ABAP_20260330_Critical (Yellow).htm,3,160
Q1C,2026-03-30,SAP Netweaver Gateway,SAP NetWeaver Gateway,YELLOW,🟡,EWA_Q1C~ABAP_20260330_Critical (Yellow).htm,2,161
Q1C,2026-03-30,SAP System Operating,SAP System Operating Q1C,YELLOW,🟡,EWA_Q1C~ABAP_20260330_Critical (Yellow).htm,2,162
Q1C,2026-03-30,Security,"Critical authorizations, which should not be used in production",RED,🔴,EWA_Q1C~ABAP_20260330_Critical (Yellow).htm,3,163
Q1C,2026-03-30,Service Data Quality and Service Readiness,Service Data Quality and Service Readiness,RED,🔴,EWA_Q1C~ABAP_20260330_Critical (Yellow).htm,3,164
Q1C,2026-03-30,Software Change and Transport Management,Software Change and Transport Management of Q1C,RED,🔴,EWA_Q1C~ABAP_20260330_Critical (Yellow).htm,3,165
Q1C,2026-03-30,Software Configuration,We have listed important recommendations concerning the current software                                                          configuration on your system. These recommendations should be implemented at the earliest opportunity.,RED,🔴,EWA_Q1C~ABAP_20260330_Critical (Yellow).htm,3,166
Q1C,2026-03-30,UI Technologies checks,Remote Function Call issues that require your attention have been found.                                                          Take action immediately to ensure optimal system performance and stability.,RED,🔴,EWA_Q1C~ABAP_20260330_Critical (Yellow).htm,3,167
Q1C,2026-03-30,Upgrade Planning,Mainstream / Extended maintenance offered by SAP has expired or will expire in the next 6 months.,RED,🔴,EWA_Q1C~ABAP_20260330_Critical (Yellow).htm,3,168
